credit_score,income,loan_amount,loan_term,employment_status,property_value,loan_purpose,down_payment,residence_type,monthly_debt,fraud
846,41866.77,207534.73,15,employed,294192.75,home_improvement,34739.62,secondary,959.3825578616992,0
647,52005.18,216779.17,25,self-employed,334178.55,refinance,42610.28,primary,909.856644245566,0
745,32372.86,163240.83,25,self-employed,364258.03,purchase,23501.47,secondary,752.9682031909815,0
711,74099.33,189753.63,25,employed,243140.55,home_improvement,45450.35,secondary,1781.3314575758773,0
712,59467.6,207816.28,10,employed,218394.52,home_improvement,10888.19,investment,899.1868506858378,0
780,28640.76,244964.33,20,unemployed,310768.12,refinance,23834.5,primary,506.1676420355225,0
626,79148.47,170484.05,10,employed,288648.56,purchase,49374.52,investment,831.3853643207689,0
691,76750.02,216300.97,30,employed,177745.01,home_improvement,17980.68,primary,562.2065878550769,0
827,75406.88,170450.97,10,employed,230938.19,refinance,47419.81,secondary,886.2531822736421,0
602,66200.97,189894.83,10,self-employed,269028.54,home_improvement,18198.92,secondary,1111.077284639235,0
648,52451.95,206376.66,10,self-employed,274038.7,purchase,13158.81,secondary,1305.5349774438291,0
610,37187.09,210002.75,20,self-employed,232881.27,refinance,15725.56,secondary,1040.2095267785535,0
832,47144.46,191280.32,25,self-employed,215114.91,home_improvement,17640.74,secondary,543.0590818934778,0
779,61242.43,215071.96,20,unemployed,257922.0,refinance,46612.78,primary,1828.8252418222285,0
657,82818.28,137861.52,25,unemployed,374043.24,refinance,20772.04,investment,2584.363279382307,0
826,43736.59,148358.58,25,self-employed,231863.93,home_improvement,42717.07,primary,638.9164532002676,0
828,54063.07,186592.4,15,self-employed,221930.01,home_improvement,17758.8,investment,1791.976801492261,0
845,91338.68,226279.7,10,employed,354429.33,purchase,41219.11,investment,896.1114429137732,0
729,54684.26,180368.96,25,self-employed,265146.34,refinance,37459.03,secondary,436.716327744941,0
664,58383.23,185406.76,10,self-employed,388545.71,refinance,19914.03,secondary,839.6763753405851,0
608,38925.26,217995.1,15,self-employed,288139.52,home_improvement,33384.86,secondary,783.8095039273019,0
827,71612.8,218744.96,20,employed,407053.65,home_improvement,22556.11,primary,1349.3727219628972,0
728,64355.27,177697.21,20,unemployed,295610.35,refinance,15299.95,primary,1327.5732899746174,0
715,36808.55,166461.19,30,employed,348598.35,home_improvement,13588.18,primary,1052.5035500551596,0
661,39470.3,216412.77,20,self-employed,267688.51,home_improvement,15470.02,primary,477.33865402289973,0
655,54375.72,187539.63,10,self-employed,271972.98,purchase,12083.3,primary,1029.5732711718908,0
736,60601.72,194450.76,30,self-employed,266873.63,home_improvement,28932.03,secondary,974.4410907319601,0
734,45613.27,232584.25,10,employed,225423.66,refinance,31370.55,investment,1112.9137311281615,0
735,40660.12,184892.86,15,unemployed,299642.89,refinance,13889.81,primary,744.2484945195879,0
825,72518.44,212660.08,10,unemployed,94061.14,home_improvement,28843.17,investment,920.8765657931248,0
616,70905.25,188907.69,10,unemployed,318162.33,home_improvement,13508.22,primary,2153.5988801578915,0
767,43765.18,180813.41,10,unemployed,299611.61,purchase,16525.61,primary,518.2029775768486,0
707,36306.71,136283.74,30,unemployed,355082.33,refinance,13109.09,secondary,262.16451452678336,0
607,62335.16,174802.44,30,unemployed,361794.9,refinance,21186.39,primary,1048.8809438239787,0
825,58915.28,268911.39,30,unemployed,206559.37,home_improvement,40209.4,investment,1439.4591308671875,0
706,56559.75,204571.63,15,self-employed,198695.77,home_improvement,22159.71,investment,1471.3160719311961,0
695,19292.59,183685.41,25,self-employed,288607.29,refinance,45103.57,secondary,202.02077541293158,0
608,66127.82,249476.18,15,self-employed,307538.66,purchase,21173.41,secondary,1548.9965561338379,0
605,43608.06,209885.58,10,employed,336413.94,refinance,24951.38,investment,1034.8639836429886,0
602,45458.1,198749.59,30,self-employed,245223.03,purchase,13519.52,secondary,563.345982254248,0
642,46239.97,197027.08,30,employed,297587.38,purchase,33067.4,primary,1370.2560865508858,0
653,64619.86,186716.32,10,employed,286655.07,home_improvement,40382.44,primary,725.5630220915559,0
619,53481.88,165462.55,30,self-employed,257097.8,purchase,28769.4,secondary,1459.4767547218005,0
760,74332.65,267020.88,15,employed,215877.16,purchase,45413.79,investment,2427.1750446220412,0
621,65280.49,212078.39,30,employed,334817.86,refinance,40969.86,primary,1962.7231186881024,0
848,73506.76,182587.78,25,employed,272164.01,home_improvement,42200.03,investment,1600.140078829995,0
635,51090.97,205763.56,25,self-employed,299795.92,refinance,47379.63,primary,1478.086374035527,0
618,72178.07,195217.17,10,employed,299050.35,refinance,40275.25,primary,617.5785093050262,0
838,44765.67,173033.01,30,unemployed,329336.23,purchase,14238.19,primary,485.2031532822348,0
705,49540.8,191415.09,15,unemployed,384061.18,refinance,47663.4,secondary,1135.4312456169253,0
786,60510.01,190360.76,30,self-employed,170134.49,refinance,35849.47,secondary,1719.3894026054215,0
702,30884.95,219824.41,15,employed,288507.82,refinance,25405.08,primary,523.1064031136374,0
650,54928.75,241392.01,25,self-employed,294541.69,home_improvement,25106.52,primary,1103.1302214956436,0
670,51175.42,194627.6,20,unemployed,166180.13,home_improvement,30779.4,primary,1586.6014313855644,0
696,22973.53,201961.27,15,self-employed,264371.68,purchase,11370.26,primary,601.6827592320566,0
838,43600.7,239177.9,15,employed,286492.06,refinance,33951.81,investment,858.9123442454545,0
361,42027.53,172162.46,30,unemployed,291744.51,refinance,6457.06,investment,455.12691634133415,1
735,56387.95,177161.37,20,employed,263315.68,home_improvement,48837.91,primary,969.6053237315951,0
678,44482.77,241183.58,20,self-employed,269150.94,home_improvement,33380.72,primary,1244.0298729764181,0
631,62527.61,205213.02,20,unemployed,288310.58,refinance,45076.44,secondary,2061.4270382074506,0
841,58466.23,142468.54,30,self-employed,291406.82,purchase,14522.94,investment,1521.1402411741478,0
600,64374.16,241366.56,10,self-employed,267725.51,home_improvement,49174.33,primary,679.5628335465319,0
828,52106.78,228045.89,10,employed,154153.17,purchase,34313.57,secondary,1231.3627207408479,0
833,45733.11,224017.07,20,employed,338970.05,home_improvement,36488.0,investment,802.1102397300083,0
563,36063.14,93657.92,20,employed,292915.03,home_improvement,687.99,secondary,1003.269523416174,1
823,68358.89,235026.99,10,self-employed,278395.55,purchase,45167.62,investment,1473.8123153710926,0
623,92190.94,192086.31,10,self-employed,252580.69,refinance,47779.06,primary,2656.8092137234776,0
799,54396.5,221632.3,30,unemployed,518022.96,home_improvement,13188.77,investment,783.3034211250529,0
740,77963.44,228288.05,25,employed,207833.81,home_improvement,29303.17,investment,903.9763075695779,0
837,75948.18,162402.48,25,unemployed,379642.48,purchase,22125.24,investment,938.6437228007887,0
830,65869.22,247224.01,30,self-employed,225307.43,refinance,39492.44,secondary,926.080113493662,0
644,99642.35,194455.58,15,employed,204017.92,refinance,23509.75,investment,1452.0969890473166,0
590,35270.32,122925.92,15,self-employed,284726.47,purchase,28437.66,primary,1389.3412463073623,1
667,31763.21,108903.62,20,self-employed,243530.11,purchase,13896.03,primary,878.6682697563141,1
658,53756.96,208270.65,10,unemployed,248650.72,home_improvement,43232.15,investment,672.5307641408692,0
700,43685.27,194747.6,25,employed,330092.15,refinance,17250.1,investment,1158.908318694511,0
684,49538.57,236168.1,30,employed,321705.71,refinance,27595.94,investment,965.3967022663323,0
820,56705.18,155569.83,25,self-employed,261115.76,home_improvement,42520.41,secondary,311.38162855995677,0
760,72978.27,249602.63,30,unemployed,286382.2,home_improvement,31098.75,secondary,1644.8200327568159,0
758,65305.68,198088.24,15,self-employed,253212.05,home_improvement,29393.8,primary,1145.1654821853365,0
801,57403.3,106701.32,15,self-employed,364889.57,purchase,18887.09,primary,1883.8946243838254,0
670,53530.37,212901.31,10,unemployed,273953.83,purchase,49796.05,primary,574.1384501833788,0
747,47227.66,188247.13,10,unemployed,306410.89,home_improvement,21690.35,investment,366.2525053419243,0
636,59251.52,164284.98,20,employed,340325.07,home_improvement,12820.01,secondary,600.0055725221941,0
821,48230.96,221493.12,15,employed,298119.18,refinance,30241.48,primary,548.2543778383811,0
746,44194.05,182250.85,30,employed,249003.53,purchase,27779.19,secondary,1428.900758342096,0
678,38080.48,211735.81,30,employed,293187.24,home_improvement,48226.61,primary,846.5916477324306,0
803,59693.02,241096.45,10,unemployed,227441.5,home_improvement,10871.03,primary,1961.4792329772881,0
798,38406.86,177040.94,30,employed,313824.88,purchase,19183.5,primary,1279.117179194197,0
817,51116.91,198106.56,15,unemployed,174747.43,home_improvement,32426.46,secondary,1693.879983140545,0
490,30661.46,234483.33,15,self-employed,275741.45,purchase,6261.16,investment,914.3359959331191,1
740,36434.68,150002.81,30,self-employed,282031.25,home_improvement,36495.31,primary,516.8469476386513,0
760,47654.29,211738.95,30,employed,169200.17,purchase,45170.82,secondary,807.3161402533875,0
684,42293.96,152847.09,10,self-employed,358235.71,purchase,49275.32,primary,608.5569394706998,0
784,38629.5,227698.58,30,employed,250645.99,home_improvement,47244.53,investment,765.1873374852267,0
775,53857.89,178944.22,30,unemployed,278389.74,purchase,19808.29,primary,838.9465303135429,0
807,72576.52,223701.94,25,self-employed,298873.66,refinance,28403.96,investment,468.6657434193313,0
622,54125.07,194395.6,30,employed,354562.35,refinance,21873.84,primary,465.3047417876208,0
455,60758.25,182586.34,30,employed,328772.96,refinance,29569.72,primary,2149.9127163843314,1
760,29093.73,190808.58,25,unemployed,291937.35,home_improvement,40897.18,investment,801.2659999541744,0
765,42042.31,208255.59,10,employed,401833.24,refinance,40376.26,primary,294.43824289181674,0
668,47294.73,224927.42,30,employed,287357.34,home_improvement,47608.68,secondary,832.9680326336544,0
828,18014.5,184662.44,15,unemployed,352056.3,refinance,15551.59,investment,483.1022593444452,0
666,41214.0,188763.13,30,self-employed,336997.5,purchase,36295.37,primary,998.0195241036894,0
748,79846.88,175718.71,20,self-employed,233085.86,purchase,13948.1,primary,2348.90414114363,0
699,38566.35,209438.24,10,employed,243884.61,refinance,24532.21,investment,468.4674236487183,0
651,36334.25,126941.78,15,self-employed,250403.14,refinance,34888.21,primary,1056.7951471649262,0
738,24303.41,168741.09,30,self-employed,405698.36,home_improvement,44396.26,investment,590.0498932678734,0
834,52602.72,177279.75,10,employed,361209.49,refinance,13421.58,secondary,815.4542101750695,0
779,85518.44,238790.64,20,unemployed,278687.69,purchase,13811.52,primary,1573.6499794470558,0
687,60117.63,235251.23,10,self-employed,160436.3,refinance,48069.42,primary,425.7384317917359,0
696,68628.39,160135.5,25,unemployed,277770.29,purchase,33550.07,secondary,501.02446493819536,0
830,48916.24,204518.86,10,self-employed,338770.19,purchase,47162.7,secondary,292.5619936510938,0
629,55439.65,201773.5,20,employed,173025.29,refinance,41332.3,secondary,1188.1593388107885,0
828,56298.05,160011.09,10,employed,350075.75,home_improvement,12572.68,primary,1740.8578068294212,0
657,54241.22,219176.57,15,self-employed,248459.74,home_improvement,44414.95,secondary,889.8367355195331,0
603,49075.77,192536.02,30,unemployed,256834.41,refinance,43155.13,investment,905.285599681348,0
758,34813.45,194187.35,30,employed,310375.69,home_improvement,39254.67,secondary,577.0464345127787,0
847,48956.02,215686.26,30,unemployed,198522.94,purchase,42361.05,investment,678.497808430069,0
818,88925.24,203627.43,15,self-employed,255601.7,refinance,37757.07,investment,2174.5417049141083,0
700,66561.33,189718.4,15,unemployed,375370.95,purchase,33037.47,secondary,414.78150991934893,0
771,45984.18,233255.71,10,self-employed,215970.9,purchase,36581.09,secondary,542.7348423297981,0
462,-541.34,211525.54,25,employed,291956.77,home_improvement,7690.98,primary,-15.620293308449131,1
605,58125.31,250305.91,15,self-employed,177029.26,purchase,27838.68,secondary,428.13772307463773,0
847,30769.83,208641.86,15,employed,382044.92,refinance,41388.96,secondary,227.16003692203455,0
712,57342.71,237414.66,15,self-employed,302979.86,home_improvement,20499.34,primary,737.0324232255784,0
814,66436.37,191024.13,30,employed,324627.34,home_improvement,14126.07,primary,1476.7170223360172,0
667,77016.97,176149.94,10,unemployed,398178.03,home_improvement,36113.22,secondary,1389.1099607518456,0
784,51619.04,226754.42,25,self-employed,260225.57,home_improvement,35166.02,secondary,1310.0834190607866,0
744,70134.66,220509.92,15,unemployed,269548.11,purchase,20410.65,secondary,346.01693346882917,0
841,61628.22,218087.35,15,unemployed,269068.95,refinance,23178.92,secondary,1331.9743323008236,0
639,21173.2,228878.48,25,unemployed,308668.73,refinance,37644.0,secondary,285.41046504358656,0
808,79551.44,137293.32,30,self-employed,322191.69,purchase,49288.1,investment,890.6854636211016,0
611,35835.27,162402.02,20,self-employed,208483.17,refinance,38139.43,secondary,250.65113044757075,0
745,43088.48,220185.51,10,employed,275758.84,purchase,38140.33,primary,350.52503666886685,0
710,39423.49,208593.59,15,unemployed,340553.67,purchase,28716.36,investment,1217.4498703954307,0
817,74715.19,175014.54,10,self-employed,396541.08,refinance,27891.88,secondary,1858.3942181737073,0
713,35252.32,205826.95,25,self-employed,300083.9,purchase,38549.75,investment,1015.9390543909368,0
745,59335.19,214657.62,30,employed,340476.7,refinance,38919.45,investment,1149.130463963959,0
617,34826.3,181570.92,30,unemployed,313648.67,refinance,35211.12,investment,324.6936292415769,0
651,57031.91,222386.12,30,employed,315210.59,purchase,18901.81,secondary,1042.7693035288291,0
808,53067.06,201809.12,20,employed,195147.09,home_improvement,47522.67,investment,845.0504517029027,0
820,72934.83,210394.46,15,unemployed,264249.91,home_improvement,36879.4,secondary,2309.645470984608,0
781,46854.73,245521.99,15,employed,273557.24,purchase,49579.53,investment,1339.364699105884,0
759,52999.02,166213.23,10,self-employed,206817.86,refinance,26684.8,secondary,379.52508771705277,0
708,31443.74,206892.8,20,self-employed,252887.6,purchase,14104.72,secondary,255.4307973980053,0
672,49668.33,213720.76,30,self-employed,258725.55,purchase,28451.6,investment,370.85670402044735,0
778,61703.72,195663.24,15,employed,337150.19,refinance,18322.8,primary,343.9683100975018,0
657,58294.16,233124.27,20,unemployed,177900.91,purchase,49918.43,investment,1640.4869091209578,0
644,67649.75,214870.13,10,unemployed,364395.34,home_improvement,29536.3,investment,1722.3476019570712,0
653,57646.31,231932.33,30,self-employed,237137.74,refinance,23629.01,primary,1309.9954375846407,0
653,61299.74,197591.33,15,employed,314179.06,purchase,18134.11,investment,500.24554778915865,0
803,49550.68,174125.67,15,employed,237325.87,home_improvement,21484.33,investment,1464.0192743033188,0
700,53458.15,179328.97,25,unemployed,292400.75,home_improvement,29291.49,investment,972.8483571885417,0
626,55930.78,203379.23,20,employed,406931.24,home_improvement,19092.0,investment,952.3844093858153,0
677,38871.3,176989.33,25,self-employed,323767.45,purchase,42202.64,investment,1219.9533668232164,0
805,51616.44,229904.39,10,self-employed,307635.97,home_improvement,45895.41,investment,1150.5839120396308,0
697,44148.48,193709.14,15,employed,273583.13,refinance,32469.7,primary,236.8741018323769,0
698,61187.0,187383.24,30,self-employed,308532.83,home_improvement,12870.96,primary,1096.753547216472,0
751,55042.98,204727.47,10,self-employed,275997.87,purchase,38105.04,primary,1475.5172600316494,0
706,55228.72,146793.94,15,unemployed,302348.79,refinance,37019.22,secondary,1492.2017506167167,0
639,57783.14,215602.15,15,self-employed,383162.74,refinance,12604.97,primary,1841.3529891395851,0
661,102643.23,182032.04,25,self-employed,275139.55,home_improvement,41995.77,primary,1043.4943905011874,0
755,47068.84,185258.03,15,unemployed,250578.45,home_improvement,47921.16,investment,1021.8401946294497,0
726,60610.96,240123.96,20,employed,294629.42,purchase,17580.79,investment,825.3249147631777,0
698,44025.47,193867.82,20,employed,292179.05,refinance,39686.23,secondary,185.651536010379,0
357,30932.05,124800.45,20,unemployed,249032.84,purchase,21902.35,investment,324.23290242345433,1
755,53089.52,216833.84,25,unemployed,237895.89,refinance,47195.44,primary,1743.7730021784394,0
611,56668.78,205185.8,30,self-employed,301396.29,home_improvement,25571.83,secondary,790.1570298189664,0
663,66914.27,225704.5,30,unemployed,178103.45,refinance,48673.79,secondary,1325.9685113126252,0
743,55782.97,219047.94,25,unemployed,256128.65,purchase,44250.36,secondary,788.5462655061419,0
773,55455.42,218895.34,25,self-employed,202251.25,home_improvement,17058.16,investment,1690.5276830135717,0
807,54302.94,181447.56,10,self-employed,379006.14,home_improvement,40490.54,secondary,1525.1128729773661,0
669,51309.44,182184.58,25,employed,265453.75,purchase,27593.76,secondary,681.3637608113245,0
756,80626.8,199633.32,25,self-employed,199801.62,purchase,17897.14,investment,831.0706740279409,0
749,45781.22,243101.97,30,employed,372151.3,purchase,30378.82,secondary,600.1498936892473,0
691,45894.25,212822.3,10,self-employed,189510.48,refinance,43706.53,primary,612.7620370865656,0
693,71609.7,176003.43,25,unemployed,224195.67,refinance,15275.76,secondary,1504.491802700705,0
719,56197.62,256550.74,15,employed,315284.12,home_improvement,42326.53,investment,1446.4181034662558,0
654,56567.86,237386.2,20,unemployed,271272.58,purchase,49543.77,primary,385.7187801166472,0
748,50968.13,214868.09,25,unemployed,312726.05,home_improvement,28156.32,investment,1083.042169675432,0
738,56992.62,244028.97,15,self-employed,526776.48,refinance,39843.87,investment,1833.4877188870767,0
612,64848.51,224825.6,25,self-employed,372793.81,home_improvement,42197.27,secondary,1843.7131953485712,0
706,49401.98,168091.93,30,unemployed,255353.68,home_improvement,20487.19,secondary,589.1230297226655,0
795,79369.47,206426.75,20,self-employed,321709.85,refinance,19777.0,primary,1429.628748498471,0
786,58979.39,180818.32,20,employed,286121.97,purchase,42630.45,primary,1845.0770308373194,0
699,65922.72,209939.9,30,self-employed,376996.55,refinance,48401.15,investment,1760.8811548952951,0
807,48322.57,230349.35,15,self-employed,293962.49,purchase,49732.95,investment,381.27977176625245,0
611,55603.06,182049.88,30,employed,345250.89,purchase,24330.78,primary,1527.9763072563976,0
737,82423.62,168406.08,25,self-employed,372857.2,home_improvement,16731.23,primary,1207.541308952567,0
430,10925.54,205976.89,20,unemployed,250095.22,home_improvement,11544.42,primary,246.30768868971126,1
829,74061.9,216325.57,15,employed,365846.09,home_improvement,47450.13,primary,1305.8443733296667,0
613,50696.37,176363.18,20,employed,310386.41,home_improvement,26245.36,investment,418.720118634957,0
691,67622.17,219978.52,20,unemployed,318327.09,purchase,35555.26,secondary,903.8009717222399,0
549,44563.66,159831.91,25,self-employed,235142.41,purchase,15804.21,investment,1665.6906933538105,1
710,72194.41,157631.4,15,self-employed,270221.46,refinance,11935.94,primary,2290.5348938018547,0
837,56822.9,217522.76,15,self-employed,202634.97,home_improvement,29809.87,primary,299.92115068163645,0
660,41939.72,148916.87,15,self-employed,266333.77,refinance,30881.82,investment,1144.3115478272846,0
820,43373.63,176779.77,15,self-employed,367263.73,home_improvement,21208.67,investment,716.7242630890232,0
787,55170.95,214684.14,20,employed,346593.92,purchase,39715.27,secondary,682.9646442133009,0
848,48348.95,159206.74,30,employed,238349.8,purchase,40426.59,secondary,1570.4716160627993,0
724,26302.04,168107.34,15,unemployed,308327.08,home_improvement,39889.25,secondary,719.0944679630846,0
834,73185.57,208588.31,30,employed,203500.1,home_improvement,21515.44,investment,1342.8622588530966,0
810,66160.95,252824.34,10,self-employed,295319.9,purchase,33039.8,primary,335.3379354446036,0
795,56956.98,163705.12,25,unemployed,319024.86,home_improvement,43192.34,secondary,1455.4725568200793,0
700,60797.57,223748.9,15,self-employed,382604.0,purchase,36391.41,investment,1552.2730952235702,0
841,62227.28,238721.24,20,self-employed,479560.05,purchase,30513.9,investment,1420.3529676347287,0
672,63394.29,200273.69,15,self-employed,276292.09,refinance,31961.33,primary,808.8103913669323,0
782,41825.57,184711.67,15,self-employed,277136.49,refinance,21354.24,secondary,326.5303266646814,0
727,34520.91,141652.29,15,unemployed,222906.99,home_improvement,29560.28,investment,1046.6850329452093,0
638,67125.4,270497.25,10,self-employed,198084.19,purchase,28699.25,primary,1177.0197907506513,0
666,43308.38,219767.0,20,self-employed,293205.5,purchase,36006.86,primary,1413.3376309684631,0
653,51682.94,245447.06,25,self-employed,429651.51,home_improvement,41494.97,secondary,915.3518569694629,0
799,53148.49,237838.36,25,employed,364886.39,purchase,39381.63,secondary,1640.9844699459297,0
738,59436.0,200723.58,25,unemployed,314593.71,purchase,35533.17,primary,1179.5510136829835,0
623,86268.78,194429.62,30,unemployed,306010.65,home_improvement,31046.72,secondary,571.6383597356237,0
811,55972.83,252735.64,25,employed,292737.36,purchase,26838.64,investment,1387.6869240838835,0
612,45693.06,264724.19,25,self-employed,306598.36,home_improvement,36400.92,investment,486.4316178656621,0
833,56795.52,227871.25,20,unemployed,263477.01,home_improvement,36149.3,secondary,1832.9391818382971,0
755,68762.38,130229.41,10,self-employed,278961.55,home_improvement,33244.31,primary,1501.616750958897,0
617,35191.88,149501.16,30,self-employed,178040.74,refinance,13619.22,investment,856.009301691519,0
635,72139.37,202699.84,25,employed,313589.21,refinance,20609.67,primary,2279.662001100656,0
731,53720.39,203483.86,30,unemployed,285956.05,purchase,42653.01,primary,714.9175973250768,0
767,79158.1,217674.32,10,employed,235445.21,home_improvement,40041.18,primary,554.2684269570825,0
751,58965.56,205616.71,25,unemployed,340693.74,refinance,10079.73,investment,340.4399241921914,0
702,50336.57,217366.7,30,unemployed,229791.64,purchase,11639.3,secondary,820.169634093474,0
658,50522.48,218818.42,25,unemployed,345071.0,home_improvement,25956.96,primary,1482.9663108463162,0
800,48270.68,190940.54,25,employed,364541.37,purchase,37772.21,investment,1188.7163102240072,0
681,59783.27,183801.0,25,employed,282721.96,home_improvement,18648.58,secondary,919.6958105721667,0
824,77225.4,245689.97,15,self-employed,393107.27,home_improvement,22845.59,secondary,1983.1779207437696,0
725,33689.75,194146.92,25,self-employed,254562.12,purchase,15777.17,secondary,1103.3885195462226,0
657,74051.6,175696.04,20,unemployed,323825.14,home_improvement,24764.97,primary,2163.7917981234814,0
784,53336.1,191716.02,20,unemployed,323278.29,purchase,16894.95,investment,1047.9312331618266,0
419,26458.83,175910.47,15,employed,299504.98,purchase,16731.45,primary,904.9567925095255,1
831,67407.37,177171.42,15,self-employed,400467.39,refinance,34043.37,secondary,956.4239902339151,0
706,62436.79,183007.58,30,self-employed,339296.49,home_improvement,49862.45,secondary,1887.2074602626253,0
824,50255.13,214194.73,10,unemployed,286780.67,refinance,36674.42,investment,374.42383228565626,0
752,56145.57,162206.05,15,unemployed,331205.5,home_improvement,41447.24,primary,283.9872294715232,0
799,95599.73,169007.44,20,self-employed,123120.13,refinance,43371.46,secondary,1159.4377711659686,0
847,49677.53,164653.35,25,self-employed,342048.65,home_improvement,22884.01,investment,1550.092628192068,0
624,53865.11,230408.47,20,self-employed,211836.87,purchase,15155.94,primary,1228.5058436472646,0
725,27236.44,217562.15,30,self-employed,319443.66,home_improvement,36386.69,primary,891.8091516565188,0
326,40790.89,296589.17,25,unemployed,347641.62,refinance,14664.09,investment,431.34709556155394,1
758,33845.63,230902.87,20,employed,271135.47,refinance,28341.48,investment,952.4929168786239,0
665,69536.85,247658.31,10,self-employed,333887.92,home_improvement,32519.78,secondary,692.031759806281,0
846,81413.82,225736.86,25,self-employed,351331.32,refinance,25266.03,primary,504.22004819525336,0
841,42357.58,204037.78,30,employed,245165.13,refinance,18647.7,investment,271.84211672730385,0
823,70869.98,236649.05,25,employed,275299.57,home_improvement,46711.76,secondary,2217.0415227106087,0
724,63314.26,204855.32,15,self-employed,305018.6,purchase,27530.74,investment,346.9107341310013,0
712,41234.79,218133.0,15,self-employed,320890.72,purchase,42374.61,investment,1222.102238568103,0
615,6661.53,217585.77,15,unemployed,326717.91,purchase,27238.36,investment,215.56315265424413,0
808,35858.47,194717.47,10,employed,307736.85,home_improvement,27867.85,primary,425.54321879024366,0
650,81311.72,202347.99,15,self-employed,257635.03,refinance,18496.92,primary,695.9677428864828,0
634,57572.85,163749.19,25,unemployed,393788.73,home_improvement,22590.78,secondary,1166.1171643077112,0
658,56211.46,170939.02,25,unemployed,271714.9,home_improvement,45155.65,secondary,424.7961333150954,0
802,61281.54,207201.87,20,self-employed,204312.31,purchase,23069.79,secondary,862.4219572342015,0
824,35992.91,211762.63,15,unemployed,311528.43,home_improvement,14131.07,investment,299.2986992251208,0
686,70508.23,199925.14,25,employed,280493.43,purchase,26044.91,investment,1153.5301938213443,0
665,16662.98,288831.08,30,self-employed,224722.14,home_improvement,1128.03,investment,314.61873731687564,1
722,61996.33,201900.61,20,self-employed,184455.96,purchase,19414.16,investment,927.1242383019497,0
713,103059.87,221615.46,15,employed,353273.88,refinance,32719.23,secondary,3404.3343170666108,0
689,50055.62,257082.22,20,unemployed,205197.41,home_improvement,22185.43,secondary,490.34605358096366,0
845,70657.96,206693.86,20,self-employed,287775.57,purchase,33272.7,investment,1107.0957880309877,0
693,52932.63,121732.98,20,self-employed,211951.59,refinance,10550.47,secondary,1511.6880881946174,0
789,44780.7,207000.64,10,unemployed,272499.6,home_improvement,18517.45,secondary,1169.581469227915,0
810,42800.12,245934.3,25,unemployed,245857.67,home_improvement,26524.82,primary,437.5304050833517,0
667,86893.11,148016.04,10,self-employed,178581.16,refinance,36458.74,primary,450.47076898972847,0
644,44289.45,210340.3,10,self-employed,461290.71,purchase,32711.46,secondary,310.243601544313,0
679,48936.67,184043.35,20,self-employed,381495.17,home_improvement,26812.81,secondary,578.5824472336475,0
639,45046.92,215211.79,20,employed,216920.31,home_improvement,36677.82,primary,1384.6244458215817,0
617,58789.03,217661.88,15,unemployed,209517.77,refinance,13773.57,investment,1426.158871871202,0
660,35284.14,172066.08,20,employed,298250.86,refinance,14920.16,primary,1079.008448615287,0
769,38370.09,185516.55,30,self-employed,422703.43,refinance,31630.68,investment,379.8778413214325,0
806,68907.47,182925.71,25,self-employed,326792.85,refinance,17168.48,investment,1349.952067948274,0
666,48218.74,180121.79,30,unemployed,385884.05,purchase,37675.25,primary,1299.2147224787739,0
805,61392.36,159738.48,20,unemployed,282588.72,home_improvement,29317.0,secondary,2024.4769328615462,0
724,62685.85,246196.52,20,self-employed,386198.87,refinance,46742.02,investment,716.1990540648663,0
820,49115.73,209217.3,25,employed,205141.46,purchase,38015.35,primary,348.75842752988655,0
721,82167.63,238254.57,20,unemployed,267822.93,home_improvement,34101.39,investment,622.164426166031,0
694,68383.51,191722.0,10,unemployed,378698.49,home_improvement,42629.99,secondary,1645.893793074399,0
723,67611.97,164108.56,15,unemployed,251409.3,purchase,17998.95,primary,1955.11419304098,0
665,38587.43,122750.74,20,self-employed,197693.8,home_improvement,35398.15,primary,698.5307886404726,0
696,46569.8,160479.87,25,employed,197702.64,refinance,32738.76,primary,1209.7307511070799,0
701,56934.23,223339.48,10,self-employed,224497.61,home_improvement,39913.35,investment,1057.5137185156855,0
700,66394.14,239946.48,15,self-employed,120911.43,home_improvement,20698.43,investment,1544.6554857723597,0
751,64250.37,212935.03,25,self-employed,260234.67,refinance,25242.32,primary,1153.6996972506392,0
370,36212.55,207308.3,30,self-employed,303047.46,purchase,22685.81,secondary,1142.920776702496,1
758,59760.99,200468.6,20,unemployed,396531.92,home_improvement,43706.6,secondary,992.1286865361471,0
810,62920.9,192345.28,20,unemployed,275955.53,purchase,19379.5,primary,288.45100627074027,0
702,44800.34,183319.36,25,self-employed,193545.46,home_improvement,42798.9,investment,981.1862183268315,0
788,74662.44,154177.01,20,employed,381867.87,purchase,36355.27,secondary,796.0013183305969,0
745,48168.06,181621.25,30,employed,248259.61,refinance,25252.41,secondary,1141.7301237440054,0
761,35402.47,147487.56,20,unemployed,291806.54,purchase,15960.49,secondary,922.7653573495478,0
703,51669.11,152491.2,20,employed,505163.53,home_improvement,42518.81,primary,1009.9602437260952,0
610,56696.6,213578.81,25,self-employed,311752.82,home_improvement,28566.44,investment,1718.886505512329,0
773,61087.59,247632.95,10,employed,295342.14,purchase,30768.77,secondary,508.5514527502344,0
753,28926.48,189802.85,20,employed,250167.09,refinance,28968.64,secondary,614.8548369196294,0
